Code UIC,Libellé Gare,Fret,Voyageurs,Code Ligne,Rang,PK,X (Lambert 93),Y (Lambert 93),X (WGS84),Y (WGS84),Commune,Département,coordonnees_geographiques
87317503.0,Feuquières-Fressenneville,N,O,323000,1.0,196+778,598886.16482,6997018.57179,176904.909634,6457265.09811,Feuquières-en-Vimeu,Somme,"50.0634129501, 1.58916384161"
87313684.0,St-Sulpice-Auteuil,N,O,325000,1.0,66+757,635759.486123,6916783.34656,235566.531523,6334009.03356,St-Sulpice,Oise,"49.3473662137, 2.11613015694"
87315309.0,St-Just-des-Marais,N,N,325000,1.0,80+935,631826.681496,6926419.7861,229367.918369,6348751.80482,Beauvais,Oise,"49.4335692152, 2.06044706757"
87313767.0,Aumale,O,O,325000,3.0,136+117,610348.669719,6963602.71783,195523.076189,6405678.77092,Aumale,Seine-Maritime,"49.7650102173, 1.7564136774"
87313809.0,Blangy-sur-Bresle,N,O,325000,3.0,158+465,601274.790102,6982397.69007,181009.360043,6434591.72354,Blangy-sur-Bresle,Seine-Maritime,"49.93248553, 1.62603474696"
87313817.0,Longroy-Gamaches,N,O,325000,3.0,166+383,596098.829038,6988002.04017,172833.164592,6443157.12022,Longroy,Seine-Maritime,"49.9819883244, 1.55258673356"
87313825.0,Incheville,O,N,325000,3.0,171+748,592453.602891,6991782.42388,167070.353575,6448930.68097,Incheville,Seine-Maritime,"50.0153272905, 1.5008185214"
87276345.0,Deuil-Montmagny,N,O,325000,1.0,11+529,651535.532924,6875284.99592,260260.96907,6270735.37326,Deuil-la-Barre,Val-d'Oise,"48.9756774492, 2.33796406375"
87726000.0,St-Étienne-Châteaucreux,O,O,798000,1.0,138+251,809405.572202,6483650.44539,489756.755101,5691624.04033,St-Étienne,Loire,"45.4435644593, 4.39955978608"
87764472.0,Le Teil (Ardèche),O,N,800000,1.0,665+633,833949.78572,6385158.82151,521703.724819,5551365.01763,Le Teil,Ardèche,"44.5526297117, 4.68654429787"
87764571.0,Bagnols,N,N,800000,1.0,714+572,830121.216708,6341625.26995,515082.012438,5490479.48465,Bagnols-sur-Cèze,Gard,"44.1615689195, 4.62706044348"
87764613.0,L'Ardoise,O,N,800000,1.0,724+174,836071.505758,6334495.72804,523148.508908,5480354.66742,Laudun-l'Ardoise,Gard,"44.0962853105, 4.69952301416"
87765883.0,Aramon,N,N,800000,1.0,755+758,835497.488789,6312143.66182,521687.033509,5449250.23133,Aramon,Gard,"43.8952763329, 4.68639435728"
87722322.0,Ste-Colombe-les-Vienne-St-Romain-,O,O,800000,1.0,542+285,845540.199751,6493705.7428,541535.389212,5704929.9279,St-Romain-en-Gal,Rhône,"45.5273649202, 4.86469517021"
87722348.0,Condrieu,N,N,800000,1.0,553+260,838300.68551,6486225.74326,530974.499031,5694474.63986,Condrieu,Rhône,"45.4615280237, 4.76982507957"
87775502.0,Robiac,N,O,808000,1.0,2+409,789598.454388,6353709.56363,458924.366386,5508358.38454,Robiac-Rochessadoule,Gard,"44.2766737062, 4.1225877258"
87775023.0,Beaucaire,N,O,810000,1.0,0+839,832578.524933,6301732.23896,517343.169895,5434876.59075,Beaucaire,Gard,"43.802158264, 4.64737276651"
87775049.0,Jonquières-St-Vincent,N,O,810000,1.0,11+305,823359.849563,6300960.34351,504574.354373,5434063.10962,Manduel,Gard,"43.7968838683, 4.53266854508"
87775031.0,Beaucaire-Marchandises,O,N,810000,1.0,2+924,830583.230795,6302339.39657,514601.28733,5435776.51425,Beaucaire,Gard,"43.8079925865, 4.62274201635"
87775122.0,Aigues-Vives,O,O,810000,1.0,45+936,796193.673928,6292693.46838,466835.218661,5423249.08914,Aigues-Vives,Gard,"43.7267243982, 4.19365212089"
87773440.0,St-Brès-Mudaison,N,O,810000,1.0,62+369,782910.533415,6285177.02612,448353.730115,5413095.93887,Baillargues,Hérault,"43.6607776543, 4.02763008454"
87773457.0,Baillargues,N,O,810000,1.0,64+254,781238.298263,6284306.46369,446031.413598,5411920.58658,Baillargues,Hérault,"43.6531388226, 4.00676836032"
87773465.0,St-Aunès,N,O,810000,1.0,68+385,777751.608497,6282290.67729,441187.888741,5409190.80505,St-Aunès,Hérault,"43.6353937185, 3.96325823624"
87773002.0,Montpellier-St-Roch,N,O,810000,1.0,76+959,771290.496759,6278958.26897,432226.588825,5404684.85729,Montpellier,Hérault,"43.6060910754, 3.88275750945"
87773556.0,Frontignan,N,O,810000,1.0,97+695,761465.274211,6260937.55771,418445.480022,5379934.66596,Frontignan,Hérault,"43.4448833899, 3.75895970275"
87781690.0,Ribaute-les-Lieuran,N,N,814000,1.0,685+947,718640.072865,6255725.76003,359560.009534,5373118.09863,Ribaute-les-Tavernes,Gard,"43.4004087591, 3.22998252123"
87773861.0,Vendargues,N,N,814000,1.0,743+377,777880.296992,6285147.79443,441413.515569,5413143.357,Vendargues,Hérault,"43.6610858131, 3.96528507652"
87775817.0,Vauvert,O,O,819000,1.0,21+056,802408.776286,6289271.13271,475342.95672,5418372.72232,Vauvert,Gard,"43.6950604702, 4.2700784322"
87765008.0,Avignon,O,O,824306,1.0,4+820,844952.569847,6317513.33707,534952.494895,5456425.70934,Avignon,Vaucluse,"43.9417074848, 4.80556002442"
87751685.0,Le Canet,N,O,830000,1.0,857+976,893379.877718,6251197.9114,599291.835602,5362897.2016,Marseille-14,Bouches-du-Rhône,"43.3336613917, 5.38353015569"
87713107.0,Darcey (Côte-d'Or),O,N,830000,1.0,264+576,817084.500039,6715787.63641,507203.780235,6029358.59287,Darcey,Côte-d'Or,"47.5320734356, 4.55628907949"
87713081.0,Verrey,N,O,830000,1.0,278+401,825833.982688,6705617.26894,519828.14931,6014015.82916,Verrey-sous-Salmaise,Côte-d'Or,"47.4389336028, 4.66969571641"
87713503.0,Gevrey-Chambertin,N,O,830000,1.0,325+363,851238.708695,6682691.16862,556481.690363,5979252.75678,Gevrey-Chambertin,Côte-d'Or,"47.2272896187, 4.99896007785"
87713529.0,Nuits-St-Georges,O,O,830000,1.0,336+647,848274.153983,6671848.51963,551726.485797,5963380.46491,Nuits-St-Georges,Côte-d'Or,"47.1303740809, 4.95624334845"
87761247.0,Livron,N,O,830000,1.0,634+333,844765.420842,6410636.43448,537685.30767,5586917.71272,Livron-sur-Drôme,Drôme,"44.7797735413, 4.83010929926"
87761262.0,Loriol,N,O,830000,1.0,637+324,843789.286245,6407798.64283,536220.213078,5582944.69991,Loriol-sur-Drôme,Drôme,"44.754434399, 4.81694813063"
87764290.0,Donzère,N,O,830000,1.0,675+071,835645.814652,6373031.41392,523713.275812,5534279.42409,Donzère,Drôme,"44.443154342, 4.70459640159"
87722579.0,Estressin,N,O,830000,1.0,540+026,845777.125751,6495138.64942,541921.521595,5706971.83227,Vienne,Isère,"45.540213798, 4.86816385642"
87722587.0,Vienne,N,O,830000,1.0,542+409,846302.650338,6493004.89256,542598.706365,5703901.64059,Vienne,Isère,"45.5208932128, 4.87424711071"
87721340.0,St-Georges-de-Reneins,N,O,830000,1.0,468+243,832858.652659,6552811.91852,525288.891723,5790300.35062,St-Georges-de-Reneins,Rhône,"46.0620624205, 4.71875040013"
87721282.0,St-Germain-au-Mont-d'Or,O,O,830000,1.0,490+850,839928.895734,6533693.5114,534838.226422,5762503.2625,St-Germain-au-Mont-d'Or,Rhône,"45.8885251811, 4.80453353326"
87721241.0,Couzon-au-Mont-d'Or,N,O,830000,1.0,496+596,841950.359122,6529313.67426,537593.540095,5756132.63068,Couzon-au-Mont-d'Or,Rhône,"45.84867672, 4.82928493712"
87722025.0,Lyon-Perrache-Voyageurs,N,O,830000,1.0,510+914,841735.69081,6518135.3381,536915.504204,5740071.72283,Lyon-02,Rhône,"45.7480885397, 4.82319403707"
87725002.0,Chalon-sur-Saône,O,O,830000,1.0,382+150,840567.089941,6632917.1544,539077.464187,5906502.39519,Chalon-sur-Saône,Saône-et-Loire,"46.781625751, 4.84261525403"
87725614.0,Sennecey-le-Grand,O,O,830000,1.0,398+543,843373.416316,6617321.11659,542630.831534,5883613.60974,Sennecey-le-Grand,Saône-et-Loire,"46.640641464, 4.87453569602"
87725622.0,Tournus,N,O,830000,1.0,407+753,846008.207118,6609174.18369,546177.930938,5871639.03753,Tournus,Saône-et-Loire,"46.5667369133, 4.9063998321"
87682203.0,Bois-le-Roi,N,O,830000,1.0,50+896,677129.029451,6819615.3961,299510.849424,6186479.53653,Bois-le-Roi,Seine-et-Marne,"48.4763975032, 2.69055173797"
87682211.0,Fontainebleau-Avon,O,O,830000,1.0,58+941,679815.022501,6813054.57402,303590.522768,6176589.1078,Avon,Seine-et-Marne,"48.4174639459, 2.72720006716"
87682294.0,St-Mammès,N,O,830000,1.0,68+130,686269.226028,6809048.77768,313314.869905,6170574.90026,St-Mammès,Seine-et-Marne,"48.381593976, 2.81455536378"
87681809.0,Villeneuve-St-Georges-Triage,O,O,830000,1.0,12+668,658710.799369,6849629.5803,271449.068761,6231781.25518,Villeneuve-St-Georges,Val-de-Marne,"48.7454607463, 2.43846847328"
87764357.0,Bollène-la-Croisière,O,O,830000,1.0,694+357,836340.791259,6353977.32648,524108.658452,5507560.59764,Bollène,Vaucluse,"44.2715423315, 4.70814818427"
87765198.0,Bédarrides,N,O,830000,1.0,727+199,851709.22175,6328686.45851,544689.246227,5471760.18048,Bédarrides,Vaucluse,"44.0408124679, 4.89302674982"
87765206.0,Sorgues-Châteauneuf-du-Pape,O,O,830000,1.0,731+415,850420.108629,6324712.02583,542768.168599,5466266.97344,Sorgues,Vaucluse,"44.0053295043, 4.87576941586"
87765255.0,Le Pontet,N,N,830000,1.0,735+820,849154.033157,6320497.94005,540873.605288,5460442.48268,Le Pontet,Vaucluse,"43.9676834414, 4.85875026406"
87713198.0,Tonnerre,N,O,830000,1.0,196+220,772727.769238,6751501.39191,442230.366687,6083574.75508,Tonnerre,Yonne,"47.8598758944, 3.97262297496"
87713172.0,Lézinnes,N,N,830000,1.0,210+165,781768.793429,6745238.26463,455559.391574,6074051.99825,Lézinnes,Yonne,"47.8024484564, 4.09235964275"
87712588.0,Port-Sec-de-Pacy,O,N,830000,1.0,213+000,782946.141858,6742662.14908,457256.30091,6070186.20259,Pacy-sur-Armançon,Yonne,"47.7791174557, 4.10760323867"
87713164.0,Ancy-le-Franc,N,N,830000,1.0,218+557,787062.181049,6740924.5454,463335.836102,6067507.98412,Ancy-le-Franc,Yonne,"47.7629476249, 4.16221663251"
87761247.0,Livron,N,O,830341,2.0,0+000,844765.420842,6410636.43448,537685.30767,5586917.71272,Livron-sur-Drôme,Drôme,"44.7797735413, 4.83010929926"
87118414.0,Ervy-le-Châtel,N,N,832000,1.0,202+702,768692.815585,6771990.91326,436580.078626,6114293.05358,Ervy-le-Châtel,Aube,"48.0446910341, 3.92186557372"
87683342.0,Neuvy-Sautour,N,N,832000,1.0,212+403,759569.604053,6770743.38971,422932.864179,6112573.03812,Neuvy-Sautour,Yonne,"48.0343601125, 3.79927056049"
87118539.0,Mussy-sur-Seine,N,N,838000,1.0,218+269,811398.742498,6765270.55488,500177.205029,6103252.82104,Mussy-sur-Seine,Aube,"47.9783441024, 4.49316828046"
87142562.0,Ste-Colombe-sur-Seine,O,N,838000,1.0,231+180,815721.223275,6753674.27098,506286.003432,6085794.55886,Ste-Colombe-sur-Seine,Côte-d'Or,"47.8732533938, 4.54804455019"
87142869.0,Vanvey-Villiers,N,N,838000,1.0,246+569,827847.285017,6750095.09376,524222.934454,6080078.2238,Vanvey,Côte-d'Or,"47.8387972792, 4.70917474306"
87142760.0,Bèze,N,N,838000,2.0,320+180,870695.120449,6708846.29905,586197.896291,6017142.71956,Bèze,Côte-d'Or,"47.4579291136, 5.26590529757"
87142554.0,Châtillon-sur-Seine,O,N,839000,1.0,35+431,817488.192775,6753369.35745,508907.579728,6085287.11972,Châtillon-sur-Seine,Côte-d'Or,"47.8701956501, 4.57159457074"
87142620.0,Vaux-sous-Aubigny,O,N,843000,1.0,367+622,872141.688475,6731068.25235,589287.913956,6050062.55559,Vaux-sous-Aubigny,Haute-Marne,"47.6574972348, 5.29366339854"
87142125.0,Culmont-Chalindrey,O,O,843000,1.0,390+773,882867.049609,6748306.62816,605977.501864,6075251.65433,Culmont,Haute-Marne,"47.8096865382, 5.44358851757"
87142125.0,Culmont-Chalindrey,O,O,846000,1.0,307+627,882867.049609,6748306.62816,605977.501864,6075251.65433,Culmont,Haute-Marne,"47.8096865382, 5.44358851757"
87185512.0,Seveux,N,N,847000,1.0,31+064,907727.066002,6720503.76037,641482.547943,6032677.54008,Seveux,Haute-Saône,"47.5521997226, 5.76253577313"
87185553.0,Vereux,N,N,847000,1.0,42+798,899111.582431,6716291.7987,628528.858142,6026867.74546,Vereux,Haute-Saône,"47.5169637179, 5.64617079779"
87713859.0,Is-sur-Tille,O,O,849000,1.0,346+806,860256.273204,6715479.90417,571044.26047,6027406.8732,Marcilly-sur-Tille,Côte-d'Or,"47.5202344872, 5.12977787089"
87712182.0,Neuilly-lès-Dijon,N,O,850000,1.0,323+243,859550.727644,6688946.06566,568951.784743,5988165.59652,Neuilly-lès-Dijon,Côte-d'Or,"47.2816334879, 5.11098084162"
87713321.0,Collonges (Côte-d'Or),N,O,850000,1.0,336+906,871460.583052,6682529.5329,586212.703052,5978208.52626,Collonges-lès-Premières,Côte-d'Or,"47.2209190277, 5.26603830897"
87713339.0,Villers-les-Pots,N,O,850000,1.0,343+414,877734.141402,6681103.78884,595374.704287,5975835.49869,Villers-les-Pots,Côte-d'Or,"47.2064389292, 5.34834196639"
87718833.0,Mouchard,N,O,850000,1.0,392+292,912841.751246,6656614.25269,645695.157184,5938120.03438,Mouchard,Jura,"46.9757701119, 5.80037828581"
87715102.0,Andelot (Jura),O,O,850000,1.0,416+454,922672.885437,6644063.25955,659401.056353,5919192.5334,Andelot-en-Montagne,Jura,"46.8596324314, 5.92350047287"
87715110.0,La Joux,N,N,850000,1.0,423+221,928423.714425,6643057.86578,667742.304004,5917404.02429,Supt,Jura,"46.8486452607, 5.99843117539"
87718304.0,Franois,O,O,852000,1.0,398+889,922220.254139,6684926.00046,660960.853581,5979275.38881,Franois,Doubs,"47.2274276826, 5.93751236977"
87717892.0,Besançon-St-Fergeux,O,N,852000,1.0,402+319,925502.040851,6685662.1092,665826.40345,5980179.52095,Besançon,Doubs,"47.2329429355, 5.98122034789"
87718411.0,Novillars,N,O,852000,1.0,416+469,936738.104891,6691768.78169,682701.803294,5988547.73535,Novillars,Doubs,"47.2839622396, 6.13281464395"
87184531.0,Voujeaucourt,N,O,852000,1.0,479+230,983821.828189,6715508.32041,753633.875497,6020603.4248,Voujeaucourt,Doubs,"47.4789445147, 6.77000828989"
87713412.0,Dole-Ville,O,O,852000,1.0,360+535,888726.108485,6669229.24998,610981.33008,5957848.25469,Dole,Jura,"47.0965530641, 5.48853867122"
87184440.0,Delle,N,N,854000,1.0,464+135,1001736.21645,6719378.30753,780369.347562,6025027.40808,Delle,Territoire-de-Belfort,"47.5057972602, 7.01017712177"
87184531.0,Voujeaucourt,N,O,859000,1.0,0+000,983821.828189,6715508.32041,753633.875497,6020603.4248,Voujeaucourt,Doubs,"47.4789445147, 6.77000828989"
87713644.0,Brazey-en-Plaine,O,O,860000,1.0,340+698,867635.529127,6672515.63115,580175.670752,5963610.18794,Brazey-en-Plaine,Côte-d'Or,"47.1317780216, 5.21180672511"
87713669.0,Pagny (Côte-d'Or),O,O,860000,1.0,352+899,867075.309828,6662999.89177,578963.805096,5949631.5861,Pagny-le-Château,Côte-d'Or,"47.0462810123, 5.2009203507"
87725515.0,Allerey,N,N,865000,1.0,22+410,849884.422249,6646448.29913,553160.386513,5925994.47416,Allerey-sur-Saône,Saône-et-Loire,"46.9013975895, 4.96912429775"
87725028.0,Crissey,O,N,867000,1.0,97+823,844769.404777,6639652.07222,545443.66341,5916217.11909,Sassenay,Saône-et-Loire,"46.8413526227, 4.89980379468"
87718304.0,Franois,O,O,871000,1.0,0+000,922220.254139,6684926.00046,660960.853581,5979275.38881,Franois,Doubs,"47.2274276826, 5.93751236977"
87718122.0,Byans,N,O,871000,1.0,15+118,916198.441911,6672578.78012,651451.463957,5961409.85116,Byans-sur-Doubs,Doubs,"47.1183292519, 5.85208806935"
87718544.0,Le Valdahon,O,O,872000,1.0,437+963,953195.759914,6677530.85708,706030.5288,5966562.37941,Valdahon,Doubs,"47.1498168925, 6.34238015076"
87718619.0,Morteau,N,O,872000,1.0,471+954,973556.964912,6667728.49486,735254.150681,5950825.57098,Morteau,Doubs,"47.0535891159, 6.60490041269"
87131961.0,Brion-Montréal-la-Cluse,N,O,878000,1.0,116+490,897338.616985,6567181.73739,618762.843284,5808548.71103,Montréal-la-Cluse,Ain,"46.1756912834, 5.55844119368"
87715417.0,St-Laurent (Jura),N,O,878000,1.0,36+267,925959.339077,6612526.20175,662477.991379,5872939.14079,St-Laurent-en-Grandvaux,Jura,"46.5747657572, 5.95114105048"
87725846.0,Polliat,N,O,883000,1.0,27+551,863628.784775,6573829.97992,570395.785615,5819622.34291,Polliat,Ain,"46.2445303219, 5.12395252215"
87743146.0,Ambronay-Priay,O,O,883000,1.0,61+274,880887.38052,6548438.73266,594233.796496,5782206.07579,Ambronay,Ain,"46.0115859781, 5.33809301732"
87729111.0,Mâcon-Port-Fluvial,O,N,883000,1.0,1+100,839946.514157,6578721.07385,536351.619804,5827569.82691,Mâcon,Saône-et-Loire,"46.2938825386, 4.81812857732"
87743328.0,Villereversure,N,O,884000,1.0,18+901,884916.063234,6568883.32987,600920.232144,5811575.63321,Villereversure,Ain,"46.1945166607, 5.39815829071"
87745737.0,Charix-Lalleyriat,N,N,884000,1.0,49+069,907310.51632,6566562.18533,633113.291307,5807173.00292,Lalleyriat,Ain,"46.1671331928, 5.68735346161"
87745711.0,Châtillon-en-Michaille,N,N,884000,1.0,59+185,915670.665811,6564926.7055,645083.838477,5804387.673,Châtillon-en-Michaille,Ain,"46.1498019619, 5.79488671642"
87743302.0,Ceyzériat,N,O,884000,1.0,9+864,879368.351385,6567474.85649,592855.877903,5809777.3464,Ceyzériat,Ain,"46.1833333289, 5.325714964"
87723742.0,St-Marcel-en-Dombes,N,O,886000,1.0,30+998,853203.594453,6540908.4333,554146.962688,5772438.54539,St-Marcel,Ain,"45.9506136087, 4.97798686231"
87723700.0,Sathonay-Rillieux,O,O,887000,1.0,7+000,845600.506547,6526180.23892,542721.181279,5751502.49612,Rillieux-la-Pape,Rhône,"45.8196971861, 4.87534732158"
87745836.0,Anglefort,O,N,890000,1.0,110+400,918826.09308,6538937.1409,648291.815207,5766723.2669,Anglefort,Ain,"45.9149056849, 5.8237044617"
87745828.0,Seyssel-Corbonod,N,O,890000,1.0,116+197,919219.615551,6544310.18891,649133.229427,5774443.0186,Corbonod,Ain,"45.9631317133, 5.83126301424"
87745000.0,Bellegarde (Ain),O,O,890000,1.0,134+411,918111.96338,6560984.04507,648399.278695,5798562.65798,Bellegarde-sur-Valserine,Ain,"46.113539173, 5.82466982263"
87745109.0,Longeray-Léaz,N,N,890000,1.0,139+802,922770.108894,6560997.54742,655109.486432,5798338.7023,Léaz,Ain,"46.1121444926, 5.88494864433"
87396366.0,La Suze,N,O,450000,1.0,229+411,477835.371668,6758850.80028,2943.27704028,6088972.41074,La Suze-sur-Sarthe,Sarthe,"47.8923984968, 0.0264399075068"
87481648.0,Châteaubriant,O,O,460000,1.0,355+464,372409.51064,6744250.22846,-152663.454589,6059904.16985,Châteaubriant,Loire-Atlantique,"47.7170119484, -1.37139914583"
87672113.0,Montaut-Bétharram,N,O,650000,1.0,191+761,439635.745264,6230529.97197,-22047.3077894,5331257.29653,Montaut,Pyrénées-Atlantiques,"43.1265720909, -0.198054335609"
87672386.0,Urt,N,O,650000,1.0,304+945,352273.52235,6276170.58419,-144690.879472,5388295.93005,Urt,Pyrénées-Atlantiques,"43.4993917615, -1.29978028502"
87673004.0,Bayonne,O,O,650000,1.0,321+383,338453.220323,6276666.83336,-163713.460807,5387920.88299,Bayonne,Pyrénées-Atlantiques,"43.496947825, -1.47066304059"
87671073.0,Riscle,N,N,652000,1.0,194+609,451025.933046,6288664.98748,-9594.39529131,5411934.8776,Riscle,Gers,"43.6532317084, -0.0861879193153"
87671495.0,St-Martin-d'Oney,N,O,652000,1.0,133+753,406856.958059,6321341.2602,-72545.8107376,5454625.07964,St-Martin-d'Oney,Landes,"43.9300593582, -0.651690105848"
87673202.0,Dax,N,O,654000,1.0,147+457,373689.517568,6299689.98632,-116923.897902,5422351.99443,Dax,Landes,"43.7209005092, -1.05034524565"
87581009.0,Bordeaux-St-Jean,O,O,655000,1.0,0+000,419015.494377,6420412.62132,-61891.1340286,5594158.14612,Bordeaux,Gironde,"44.8259231021, -0.55597751649"
87582429.0,Pierroton,N,O,655000,1.0,19+855,402102.478557,6411335.01271,-85073.817844,5580247.89262,Cestas,Gironde,"44.7372283267, -0.76423110848"
87673145.0,Basta-les-Forges,N,N,655000,1.0,140+654,377745.634961,6304749.54398,-111683.10675,5429645.06328,St-Vincent-de-Paul,Landes,"43.7682302983, -1.00326641772"
87673202.0,Dax,N,O,655000,1.0,147+459,373689.517568,6299689.98632,-116923.897902,5422351.99443,Dax,Landes,"43.7209005092, -1.05034524565"
87673269.0,St-Geours-de-Maremne,N,O,655000,1.0,166+270,358042.319133,6294989.83397,-138155.430702,5414711.66566,St-Geours-de-Maremne,Landes,"43.6712769752, -1.24107134984"
87582536.0,Ychoux,O,O,655000,1.0,75+535,385462.56292,6366763.92065,-105311.401793,5516521.75794,Ychoux,Landes,"44.32915487, -0.94602841823"
87673202.0,Dax,N,O,656000,1.0,300+572,373689.517568,6299689.98632,-116923.897902,5422351.99443,Dax,Landes,"43.7209005092, -1.05034524565"
87582668.0,Arcachon,N,O,657000,1.0,57+972,369930.280483,6404233.84013,-129721.933919,5567971.88867,Arcachon,Gironde,"44.6588406941, -1.16531195925"
87673616.0,Villefranque (Pyrénées-Atlantique,N,O,660000,1.0,206+882,339190.17988,6269336.13696,-162132.293603,5377879.07628,Villefranque,Pyrénées-Atlantiques,"43.4314751547, -1.45645917393"
87672642.0,Arudy,N,N,665000,1.0,240+843,420281.497017,6228784.54291,-48375.130999,5327750.79541,Arudy,Pyrénées-Atlantiques,"43.1035780555, -0.434561195478"
87611152.0,Montréjeau-Gourdan-Polignan,O,O,668000,1.0,103+938,502249.012082,6222904.30719,63823.9988643,5323864.19717,Montréjeau,Haute-Garonne,"43.0780814211, 0.573340736738"
87784744.0,Thuès-les-Bains,N,O,669000,1.0,13+860,638221.239585,6159081.98722,250371.889971,5240535.98561,Nyer,Pyrénées-Orientales,"42.5288845141, 2.24912895475"
87784702.0,Serdinya,N,O,669000,1.0,4+990,644353.49249,6163264.61609,258619.889516,5246292.61451,Serdinya,Pyrénées-Orientales,"42.5669818562, 2.3232219953"
87784850.0,Ste-Léocadie,N,O,669000,1.0,48+389,618488.772638,6149556.34486,223837.799671,5227316.20025,Ste-Léocadie,Pyrénées-Orientales,"42.4413080406, 2.01076916608"
87784876.0,Bourg-Madame,N,O,669000,1.0,55+689,613360.159473,6148632.98838,216926.50822,5225974.56756,Bourg-Madame,Pyrénées-Orientales,"42.4324133393, 1.94868397864"
87784710.0,Joncet,N,O,669000,1.0,6+229,643363.53355,6162667.72055,257286.721989,5245469.98382,Serdinya,Pyrénées-Orientales,"42.5615391142, 2.31124594764"
87611350.0,Vernet-d'Ariège,N,O,672000,1.0,56+024,587063.931435,6233228.69968,179403.278749,5340836.813,Le Vernet,Ariège,"43.1893461456, 1.61160707321"
87611483.0,Latour-de-Carol-Enveitg,N,O,672000,1.0,163+038,609754.750318,6151630.69447,212000.803009,5229972.655,Enveitg,Pyrénées-Orientales,"42.4589159701, 1.90443561589"
87615286.0,Carcassonne,O,O,676000,1.0,347+282,647373.198526,6235665.40459,261904.529479,5345251.73439,Carcassonne,Aude,"43.2182551766, 2.35272841812"
87615120.0,Couffoulens-Leuc,N,O,676000,1.0,356+799,644399.215393,6228679.76282,257915.640247,5335624.35994,Couffoulens,Aude,"43.1551972204, 2.31689561647"
87615203.0,Couiza-Montazels,N,O,676000,1.0,389+286,638584.725021,6205072.42928,250271.250085,5303210.26116,Montazels,Aude,"42.9424106273, 2.24822489127"
87615229.0,Campagne,N,O,676000,1.0,395+552,635064.845343,6202253.09848,245513.872362,5299308.6087,Campagne-sur-Aude,Aude,"42.9167479495, 2.20548864006"
87784173.0,Rivesaltes,O,O,676000,1.0,470+718,689163.164111,6185209.04053,319236.61247,5276473.85392,Rivesaltes,Pyrénées-Orientales,"42.766340556, 2.86775128233"
87784264.0,Port-Vendres-Ville,N,O,677000,1.0,497+260,708450.695914,6157068.3661,345389.048206,5238193.34907,Port-Vendres,Pyrénées-Orientales,"42.5133743008, 3.1026826097"
87784264.0,Port-Vendres-Ville,N,O,678300,1.0,497+260,708450.695914,6157068.3661,345389.048206,5238193.34907,Port-Vendres,Pyrénées-Orientales,"42.5133743008, 3.1026826097"
87784512.0,Le Soler,N,O,679000,1.0,474+565,682569.148351,6175407.08094,310314.483943,5263099.9979,Le Soler,Pyrénées-Orientales,"42.6780799757, 2.7876024381"
87784520.0,St-Féliu-d'Avall,N,O,679000,1.0,479+333,678489.183401,6175334.0723,304780.602144,5262983.91738,St-Féliu-d'Avall,Pyrénées-Orientales,"42.6773133543, 2.73789073209"
87543728.0,Neuville-aux-Bois,O,N,683000,1.0,140+081,629908.342982,6774903.83224,229195.441779,6118633.76539,Neuville-aux-Bois,Loiret,"48.0707534223, 2.058897684"
87543801.0,Ascoux,N,N,684000,1.0,99+490,644438.193536,6782174.34313,250808.337528,6129772.33101,Ascoux,Loiret,"48.1375709485, 2.25304962986"
87684688.0,Bellegarde-Quiers,N,N,686000,1.0,164+864,658260.168277,6766213.93942,271661.859879,6106019.98462,Quiers-sur-Bézonde,Loiret,"47.9949815523, 2.44038000842"
87684290.0,Gien,O,O,687000,1.0,185+739,672755.694289,6733228.12786,293522.485601,6056904.37682,Gien,Loiret,"47.6988786412, 2.63675735048"
87576405.0,St-Germain-du-Puy,O,O,689000,1.0,239+699,660895.464019,6666357.10106,276567.961975,5957810.47065,St-Germain-du-Puy,Cher,"47.0963219985, 2.48445227339"
87576132.0,Marmagne,N,O,690000,1.0,223+946,645603.612183,6666874.18128,254119.537211,5958395.97847,Marmagne,Cher,"47.0999025172, 2.28279464271"
87576447.0,Bengy,N,O,690000,1.0,263+074,680985.459889,6655562.81231,306102.297541,5942076.75138,Bengy-sur-Craon,Cher,"47.0000164126, 2.74976372385"
87576470.0,La Guerche-sur-l'Aubois,O,O,690000,1.0,281+370,696086.883726,6649715.41762,328231.346092,5933530.03944,La Guerche-sur-l'Aubois,Cher,"46.9476293778, 2.94855234921"
87696260.0,Saincaize,O,O,690000,1.0,291+752,705449.362273,6647899.66157,341931.593293,5930862.84768,Saincaize-Meauce,Nièvre,"46.9312703304, 3.07162376378"
87576207.0,Bourges,O,O,690306,1.0,232+784,654057.79587,6666216.39001,266534.827273,5957531.85881,Bourges,Cher,"47.0946181367, 2.3943230909"
87773721.0,Cournonterral,N,N,694000,1.0,504+825,759893.444186,6271748.38608,416424.459972,5394879.72274,Cournonterral,Hérault,"43.5422779248, 3.74080457074"
87773002.0,Montpellier-St-Roch,N,O,694000,1.0,518+342,771290.496759,6278958.26897,432226.588825,5404684.85729,Montpellier-St-Roch,Hérault,"43.6060910754, 3.88275750945"
87641795.0,Lignerolles (Allier),N,O,695000,1.0,335+899,667317.474384,6575460.70276,286709.870768,5825050.26112,Lignerolles,Allier,"46.2782413717, 2.57555859019"
87641803.0,Teillet-Argenty,N,O,695000,1.0,341+918,663030.727621,6571938.75605,280543.673733,5819908.2457,Teillet-Argenty,Allier,"46.2463064891, 2.52016669977"
